,date_mutation,valeur_fonciere,surface_reelle_bati,type_local,longitude,latitude
47361,2021-06-03,115000,20,Appartement,3.052637,50.643977
47362,2021-05-17,76300,17,Appartement,3.052883,50.623477
47365,2021-05-28,325000,76,Appartement,3.065582,50.633886
47367,2021-05-17,174000,38,Appartement,3.057779,50.645427
47368,2021-06-04,80000,40,Appartement,3.070629,50.618624
47369,2021-06-01,260000,100,Maison,3.089347,50.625105
47373,2021-06-10,118000,23,Appartement,3.040769,50.627413
47375,2021-06-04,770000,180,Maison,3.060471,50.643026
47376,2021-06-08,317000,106,Appartement,3.080827,50.627905
47380,2021-05-28,181000,22,Appartement,3.052288,50.634682
47381,2021-05-28,181000,35,Appartement,3.052288,50.634682
47382,2021-06-08,157500,70,Appartement,3.087943,50.64909
47386,2021-06-09,165000,39,Appartement,3.066671,50.625342
47387,2021-06-09,200000,50,Appartement,3.046707,50.631837
47390,2021-06-11,67500,20,Appartement,3.062145,50.62206
47394,2021-05-31,444000,115,Maison,3.084803,50.6412
47395,2021-06-10,234000,84,Appartement,3.079898,50.626939
47398,2021-06-11,460000,132,Maison,3.086996,50.64283
47399,2021-06-16,369800,82,Maison,3.09027,50.649093
47400,2021-06-15,766500,38,Appartement,3.061363,50.639319
47402,2021-06-15,766500,74,Appartement,3.061363,50.639319
47403,2021-06-09,152100,50,Appartement,3.074327,50.611997
47409,2021-06-15,516600,120,Appartement,3.052945,50.636156
47410,2021-05-27,1600,52,Appartement,3.057251,50.632426
47411,2021-06-08,97500,21,Appartement,3.075292,50.637407
47412,2021-06-15,290000,77,Appartement,3.065274,50.632591
47416,2021-05-27,108000,24,Appartement,3.039783,50.622673
47418,2021-05-21,254000,210,Maison,3.055121,50.62864
47419,2021-05-21,121800,31,Appartement,3.083175,50.641609
47422,2021-05-31,738700,101,Maison,3.085567,50.640835
47425,2021-05-26,190000,80,Appartement,3.045144,50.626859
47427,2021-06-15,244010,69,Maison,3.042462,50.622182
47429,2021-06-03,172000,45,Appartement,3.087537,50.645717
47432,2021-05-25,711700,120,Appartement,3.063573,50.644314
47433,2021-06-11,140000,40,Appartement,3.062827,50.622865
47436,2021-06-14,380000,85,Appartement,3.054167,50.640917
47437,2021-05-19,134000,45,Appartement,3.073006,50.62089
47439,2021-05-27,395530,40,Appartement,3.059764,50.642683
47440,2021-05-27,395530,50,Appartement,3.059764,50.642683
47442,2021-05-21,160000,50,Appartement,3.041468,50.626369
47446,2021-06-14,777500,180,Appartement,3.0607,50.640405
47448,2021-06-15,240000,62,Appartement,3.045252,50.629871
47450,2021-06-10,90000,39,Maison,3.088202,50.617838
47451,2021-06-15,62000,11,Appartement,3.057041,50.631942
47453,2021-06-07,118500,30,Appartement,3.070079,50.611005
47454,2021-06-11,198400,77,Maison,3.044898,50.610787
47456,2021-06-08,72550,12,Appartement,3.053502,50.624109
47457,2021-06-03,142000,43,Appartement,3.063709,50.624852
47459,2021-06-11,188200,62,Appartement,3.080861,50.625087
47460,2021-06-16,104000,58,Maison,3.101256,50.633545
47462,2021-06-15,125770,36,Appartement,3.065585,50.626592
47465,2021-06-14,250000,73,Appartement,3.08846,50.65221
47467,2021-06-11,225680,58,Appartement,3.054335,50.646753
47468,2021-06-11,270000,65,Appartement,3.043146,50.626155
47470,2021-06-16,164000,61,Appartement,3.116943,50.62645
47473,2021-06-16,136500,31,Appartement,3.06729,50.633127
47475,2021-06-16,185900,55,Appartement,3.074687,50.633172
47478,2021-05-31,155000,86,Maison,3.112891,50.633554
47480,2021-05-25,145000,46,Appartement,3.039323,50.612476
47482,2021-05-25,19000,111,Maison,3.052639,50.631427
47484,2021-06-14,392000,99,Maison,3.0209,50.635966
47489,2021-06-11,207350,67,Appartement,3.084853,50.63791
47492,2021-06-14,222450,68,Appartement,3.080737,50.623479
47494,2021-06-11,281000,98,Maison,3.079977,50.627732
47495,2021-06-11,130000,46,Appartement,3.068525,50.623638
47497,2021-06-04,105000,26,Appartement,3.049601,50.63117
47499,2021-06-15,308000,89,Appartement,3.045396,50.627445
47501,2021-06-02,275200,184,Maison,3.099902,50.634645
47503,2021-06-15,122000,72,Maison,3.04485,50.610305
47504,2021-06-08,270000,60,Maison,3.049845,50.624251
47506,2021-06-03,790204,169,Appartement,3.061595,50.637712
47507,2021-06-11,390000,140,Maison,3.055852,50.624367
47510,2021-06-17,185000,67,Appartement,3.087943,50.64909
47515,2021-06-16,465950,112,Appartement,3.04806,50.63203
47531,2021-06-11,125000,50,Maison,3.045452,50.610156
47535,2021-06-09,250000,71,Appartement,3.044381,50.626486
47536,2021-06-14,95500,24,Appartement,3.074312,50.620647
47537,2021-06-11,700000,220,Maison,3.050746,50.635364
47538,2021-06-07,410000,104,Appartement,3.055828,50.630499
47539,2021-06-11,600000,15,Appartement,3.056999,50.632151
47540,2021-06-11,600000,11,Appartement,3.056999,50.632151
47541,2021-06-11,600000,24,Appartement,3.056999,50.632151
47542,2021-06-11,600000,23,Appartement,3.056999,50.632151
47543,2021-06-11,600000,14,Appartement,3.056999,50.632151
47544,2021-06-11,600000,18,Appartement,3.056999,50.632151
47545,2021-06-11,600000,14,Appartement,3.056999,50.632151
47546,2021-06-11,600000,17,Appartement,3.056999,50.632151
47547,2021-06-10,81200,20,Appartement,3.052883,50.623477
47550,2021-06-11,168000,63,Maison,3.107976,50.626999
47551,2021-06-15,115000,34,Appartement,3.065854,50.625673
47553,2021-06-11,400000,10,Appartement,3.064563,50.629905
47554,2021-06-11,400000,20,Appartement,3.064563,50.629905
47555,2021-06-11,400000,25,Appartement,3.064563,50.629905
47556,2021-06-11,400000,10,Appartement,3.064563,50.629905
47558,2021-06-11,400000,25,Appartement,3.064563,50.629905
47560,2021-06-11,400000,20,Appartement,3.064563,50.629905
47563,2021-06-15,295450,87,Appartement,3.08168,50.636278
47567,2021-06-17,108000,18,Appartement,3.055403,50.627012
47568,2021-05-31,800000,17,Appartement,3.058276,50.631355
47569,2021-05-31,800000,17,Appartement,3.058276,50.631355
47570,2021-05-31,800000,22,Appartement,3.058276,50.631355
47571,2021-05-31,800000,14,Appartement,3.058276,50.631355
47572,2021-05-31,800000,17,Appartement,3.058276,50.631355
47574,2021-05-31,800000,10,Appartement,3.058276,50.631355
47575,2021-05-31,800000,25,Appartement,3.058276,50.631355
47576,2021-05-31,800000,20,Appartement,3.058276,50.631355
47577,2021-05-31,800000,14,Appartement,3.058276,50.631355
47578,2021-05-31,800000,18,Appartement,3.058276,50.631355
47579,2021-05-31,800000,18,Appartement,3.058276,50.631355
47580,2021-05-31,800000,14,Appartement,3.058276,50.631355
47581,2021-05-31,800000,20,Appartement,3.058276,50.631355
47582,2021-05-31,800000,20,Appartement,3.058276,50.631355
47583,2021-05-31,800000,14,Appartement,3.058276,50.631355
47586,2021-05-27,245000,63,Appartement,3.073739,50.613124
47587,2021-06-16,152000,47,Appartement,3.038499,50.614459
47590,2021-06-11,500000,29,Appartement,3.051968,50.635846
47591,2021-06-11,500000,17,Appartement,3.051968,50.635846
47592,2021-06-11,500000,35,Appartement,3.051968,50.635846
47593,2021-06-11,500000,13,Appartement,3.051968,50.635846
47594,2021-06-11,500000,13,Appartement,3.051968,50.635846
47595,2021-06-11,500000,22,Appartement,3.051968,50.635846
47597,2021-06-15,180000,47,Appartement,3.056205,50.646181
47598,2021-06-14,148000,75,Maison,3.074707,50.609814
47603,2021-06-15,137000,56,Appartement,3.032087,50.635547
47604,2021-05-28,230000,153,Maison,3.011586,50.635848
47605,2021-05-28,363350,102,Maison,2.983985,50.648728
47610,2021-06-08,87500,37,Appartement,3.051925,50.630651
47613,2021-06-17,145150,40,Appartement,3.034511,50.622012
47618,2021-06-10,91000,34,Appartement,3.054396,50.641756
47619,2021-06-02,267000,118,Maison,3.027425,50.61605
47623,2021-06-07,252630,60,Appartement,3.041107,50.623344
47624,2021-06-08,265000,81,Appartement,3.073739,50.613124
47627,2021-06-17,295000,42,Appartement,3.091751,50.635378
47628,2021-06-17,295000,42,Appartement,3.091751,50.635378
47629,2021-06-17,295000,63,Appartement,3.091751,50.635378
47630,2021-06-10,82000,20,Appartement,3.062145,50.62206
47632,2021-05-27,104000,42,Appartement,3.056407,50.620181
47638,2021-06-18,242000,86,Maison,3.097759,50.621476
47640,2021-05-31,490000,84,Maison,3.057364,50.624342
47641,2021-06-18,241000,42,Appartement,3.063867,50.628225
47643,2021-06-02,164000,75,Appartement,3.024943,50.618023
47650,2021-06-18,410000,110,Appartement,3.065913,50.631957
47653,2021-06-04,493000,103,Appartement,3.05755,50.627088
47654,2021-05-27,170000,46,Appartement,3.064158,50.643533
47657,2021-06-10,216140,72,Appartement,3.08529,50.64471
47658,2021-05-25,178500,67,Maison,3.012242,50.637877
47660,2021-05-25,123000,26,Appartement,3.058289,50.640043
47661,2021-06-23,234900,79,Appartement,3.034035,50.622001
47662,2021-06-11,293300,58,Maison,3.059487,50.639982
47663,2021-06-15,380000,130,Maison,3.039288,50.630158
47664,2021-06-04,751550,115,Maison,3.054623,50.629745
47666,2021-06-17,82000,35,Appartement,3.073005,50.618554
47669,2021-06-11,280000,96,Appartement,3.06968,50.631386
47672,2021-06-11,279400,70,Appartement,3.055047,50.627563
47674,2021-06-18,225000,55,Appartement,3.061323,50.639675
47675,2021-06-07,195000,63,Appartement,3.039704,50.62508
47677,2021-06-18,55000,16,Appartement,3.03893,50.622933
47678,2021-06-09,98000,61,Maison,3.098289,50.62925
47680,2021-06-11,88000,15,Appartement,3.062141,50.628703
47681,2021-05-31,259000,115,Maison,3.014998,50.640936
47683,2021-05-27,249500,66,Appartement,3.073739,50.613124
47684,2021-06-17,270000,90,Appartement,3.014286,50.633448
47689,2021-06-21,101000,39,Appartement,3.043809,50.622586
47690,2021-06-16,380000,79,Appartement,3.068656,50.634908
47692,2021-06-16,359000,97,Appartement,3.084418,50.649584
47695,2021-06-22,130000,29,Appartement,3.060427,50.647121
47698,2021-06-22,115000,58,Appartement,3.104599,50.631454
47699,2021-06-04,233515,65,Appartement,2.997991,50.645202
47701,2021-06-11,341500,83,Maison,3.030031,50.633489
47704,2021-06-18,120000,26,Appartement,3.070128,50.627145
47705,2021-06-14,259282,78,Maison,3.025901,50.632226
47710,2021-06-22,740000,115,Appartement,3.064684,50.636578
47712,2021-06-22,352000,75,Maison,3.058981,50.621571
47715,2021-05-26,215000,43,Appartement,3.053547,50.62706
47716,2021-06-02,147500,43,Appartement,3.053804,50.606659
47719,2021-06-04,176200,42,Appartement,3.067541,50.632793
47722,2021-06-01,237550,61,Appartement,3.041606,50.6241
47724,2021-06-11,104850,33,Appartement,3.067059,50.638058
47725,2021-06-17,68500,17,Appartement,3.088243,50.631697
47731,2021-06-11,247000,60,Appartement,3.086563,50.650152
47733,2021-06-18,70000,20,Appartement,3.06295,50.619259
47734,2021-06-16,255000,58,Appartement,3.068074,50.643288
47738,2021-06-07,87000,39,Appartement,3.066108,50.624136
47741,2021-06-09,320000,106,Maison,3.036172,50.621564
47743,2021-06-17,460000,129,Appartement,3.054071,50.636728
47744,2021-06-22,114000,21,Appartement,3.065172,50.624697
47745,2021-06-17,131700,38,Appartement,3.066108,50.624136
47747,2021-06-21,170000,40,Appartement,3.062827,50.622865
47748,2021-06-21,170000,40,Appartement,3.062827,50.622865
47750,2021-06-21,165100,60,Appartement,3.053804,50.606659
47753,2021-06-10,144000,33,Appartement,3.062271,50.647323
47754,2021-06-24,478557,146,Maison,3.090266,50.646577
47760,2021-06-12,147900,50,Appartement,3.046262,50.625227
47761,2021-06-02,187500,62,Maison,3.068579,50.618027
47763,2021-06-22,120000,42,Appartement,3.105723,50.627778
47766,2021-06-04,189000,45,Appartement,3.067294,50.611772
47767,2021-05-31,124000,51,Appartement,3.088788,50.632412
47771,2021-06-18,170000,42,Appartement,3.067541,50.632793
47773,2021-06-21,170000,35,Appartement,3.067591,50.641672
47775,2021-06-15,111000,22,Appartement,3.051977,50.627341
47776,2021-06-04,167800,30,Appartement,3.057947,50.627828
47778,2021-06-23,219000,47,Appartement,3.049811,50.630683
47779,2021-06-04,170500,41,Maison,3.020407,50.635751
47781,2021-06-17,198800,73,Appartement,3.019757,50.638704
47784,2021-06-22,186000,64,Appartement,3.09115,50.638299
47785,2021-06-03,350000,200,Maison,3.064601,50.624432
47787,2021-06-16,377000,97,Appartement,3.044505,50.635548
47788,2021-06-25,367900,105,Maison,3.100364,50.625276
47790,2021-06-18,175000,47,Appartement,3.062039,50.629028
47791,2021-06-18,261000,75,Appartement,3.053864,50.630387
47795,2021-06-25,259000,41,Appartement,3.042644,50.621922
47797,2021-06-25,259000,22,Appartement,3.042644,50.621922
47798,2021-06-25,259000,25,Appartement,3.042644,50.621922
47799,2021-06-25,259000,13,Appartement,3.042644,50.621922
47800,2021-06-25,259000,26,Appartement,3.042644,50.621922
47801,2021-06-25,259000,10,Appartement,3.042644,50.621922
47806,2021-06-11,110000,66,Maison,3.090293,50.630849
47807,2021-06-21,190000,80,Maison,3.100002,50.622176
47809,2021-06-10,575000,100,Appartement,3.060468,50.63002
47810,2021-06-24,126000,44,Appartement,3.054614,50.622664
47811,2021-06-10,330000,40,Maison,3.037778,50.624412
47812,2021-06-09,187000,90,Maison,3.108375,50.63389
47813,2021-06-24,390000,43,Appartement,3.084761,50.64167
47814,2021-06-24,390000,43,Appartement,3.084761,50.64167
47816,2021-06-24,390000,43,Appartement,3.084761,50.64167
47818,2021-06-10,300000,58,Appartement,3.005432,50.64677
47819,2021-06-10,300000,58,Appartement,3.005432,50.64677
47823,2021-06-17,114000,28,Appartement,3.033589,50.633816
47825,2021-06-18,155000,36,Appartement,3.072869,50.622432
47826,2021-06-24,496000,122,Appartement,3.060233,50.631015
47827,2021-06-17,768000,138,Appartement,3.042443,50.627052
47831,2021-06-24,50000,108,Maison,3.097894,50.62251
47833,2021-06-07,315000,17,Appartement,3.049663,50.619758
47834,2021-06-07,315000,24,Appartement,3.049663,50.619758
47835,2021-06-07,315000,20,Appartement,3.049663,50.619758
47836,2021-06-07,315000,20,Appartement,3.049663,50.619758
47837,2021-06-07,315000,26,Appartement,3.049663,50.619758
47839,2021-06-18,273000,120,Maison,3.095351,50.622124
47842,2021-06-02,59900,10,Appartement,3.03893,50.622933
47843,2021-06-24,173000,42,Appartement,3.086564,50.644036
47845,2021-06-28,255981,89,Maison,3.095104,50.647148
47846,2021-06-04,177700,40,Appartement,3.057947,50.627828
47849,2021-06-23,120000,51,Appartement,3.110469,50.625942
47850,2021-06-18,204000,45,Appartement,3.062271,50.647323
47857,2021-06-16,183000,86,Maison,3.054489,50.60586
47859,2021-06-11,398270,90,Appartement,3.051784,50.632636
47862,2021-06-09,383000,68,Maison,3.039684,50.627859
47864,2021-06-18,332000,106,Appartement,3.044041,50.615267
47868,2021-06-18,660000,137,Maison,3.075565,50.623685
47869,2021-06-14,135000,35,Appartement,3.081404,50.638543
47873,2021-06-15,55000,20,Appartement,3.027899,50.635524
47874,2021-06-09,160000,72,Appartement,3.011477,50.633816
47876,2021-06-15,90800,22,Appartement,3.05842,50.62255
47879,2021-06-25,113000,22,Appartement,3.05764,50.625319
47881,2021-06-25,282700,60,Appartement,3.05716,50.647862
47884,2021-06-24,135000,40,Appartement,3.067338,50.637279
47887,2021-06-14,142000,25,Appartement,3.064703,50.63926
47890,2021-06-21,218000,67,Appartement,3.042924,50.633211
47891,2021-06-21,95000,30,Appartement,3.058985,50.639479
47892,2021-06-25,220000,51,Appartement,3.061821,50.619031
47895,2021-06-02,129800,15,Appartement,3.03893,50.622933
47896,2021-06-02,129800,10,Appartement,3.03893,50.622933
47904,2021-06-14,135000,46,Appartement,3.044341,50.622224
47905,2021-06-04,160000,37,Appartement,3.057117,50.646199
47906,2021-06-22,175000,58,Appartement,3.055011,50.645958
47907,2021-06-29,215000,89,Maison,3.096444,50.635627
47908,2021-06-14,90500,28,Appartement,3.055653,50.629612
47911,2021-06-25,135000,82,Maison,3.041383,50.60857
47912,2021-06-10,214000,36,Maison,3.032979,50.622593
47914,2021-06-23,180000,48,Appartement,3.043434,50.625053
47918,2021-06-03,380000,80,Appartement,3.055879,50.637445
47919,2021-06-02,320000,22,Appartement,3.088575,50.629509
47921,2021-06-02,320000,34,Appartement,3.088575,50.629509
47922,2021-06-02,320000,20,Appartement,3.088575,50.629509
47923,2021-06-02,320000,24,Appartement,3.088575,50.629509
47924,2021-06-02,320000,20,Appartement,3.088575,50.629509
47925,2021-06-02,320000,24,Appartement,3.088575,50.629509
47926,2021-06-02,320000,30,Appartement,3.088575,50.629509
47928,2021-06-22,82000,12,Appartement,3.057107,50.632495
47929,2021-06-22,357000,41,Appartement,3.060687,50.643539
47930,2021-06-04,96000,19,Appartement,3.068183,50.637814
47934,2021-06-15,193000,54,Appartement,3.04152,50.626882
47935,2021-06-08,110000,22,Appartement,3.075292,50.637407
47936,2021-06-07,239000,50,Appartement,3.059666,50.648226
47938,2021-06-16,275000,98,Maison,3.042797,50.633877
47939,2021-06-22,117000,19,Appartement,3.057107,50.632495
47940,2021-06-16,206750,62,Appartement,3.065809,50.629843
47946,2021-06-11,527500,40,Appartement,3.092553,50.621638
47948,2021-06-11,527500,40,Appartement,3.092553,50.621638
47949,2021-06-11,527500,50,Appartement,3.092553,50.621638
47950,2021-06-11,527500,40,Appartement,3.092553,50.621638
47951,2021-06-11,527500,40,Appartement,3.092553,50.621638
47959,2021-06-18,280000,86,Appartement,3.013134,50.634401
47962,2021-06-07,228053,89,Appartement,3.092144,50.644033
47965,2021-06-28,290000,100,Maison,3.086076,50.647698
47966,2021-06-30,456000,40,Appartement,3.054428,50.638668
47967,2021-06-30,456000,25,Appartement,3.054428,50.638668
47968,2021-06-30,456000,24,Appartement,3.054428,50.638668
47969,2021-06-30,456000,24,Appartement,3.054428,50.638668
47970,2021-06-16,49900,11,Appartement,3.03893,50.622933
47971,2021-06-29,194500,61,Maison,3.113055,50.624651
47972,2021-06-02,129000,29,Appartement,3.045515,50.635799
47975,2021-06-11,170875,51,Appartement,3.022151,50.628812
47976,2021-06-22,141000,31,Appartement,3.056045,50.645448
47977,2021-06-11,70000,22,Appartement,3.042646,50.621087
47978,2021-06-29,194000,58,Appartement,3.043146,50.626155
47981,2021-06-30,655000,169,Maison,3.101577,50.631518
47986,2021-06-29,418400,140,Maison,3.090643,50.634581
47988,2021-06-23,332000,77,Appartement,3.055515,50.647329
47991,2021-06-18,155500,46,Appartement,3.085038,50.65073
47995,2021-06-30,337000,88,Appartement,3.050109,50.626799
47998,2021-06-29,256000,147,Maison,3.084468,50.634824
48001,2021-06-28,250000,74,Appartement,3.045101,50.628235
48002,2021-06-22,169000,55,Appartement,3.104698,50.629838
48003,2021-06-18,142000,30,Appartement,3.055879,50.637445
48004,2021-06-30,225000,97,Maison,3.099272,50.623068
48005,2021-06-21,115000,34,Appartement,3.041468,50.626369
48009,2021-06-30,311000,105,Maison,3.098896,50.62412
48010,2021-06-18,180000,37,Appartement,3.067591,50.641672
48012,2021-06-07,193000,38,Appartement,3.05938,50.629711
48016,2021-06-24,237000,51,Appartement,3.067181,50.63708
48017,2021-06-21,196400,70,Appartement,3.054233,50.623975
48019,2021-06-28,290000,85,Maison,3.094578,50.649938
48020,2021-06-11,150500,29,Appartement,3.058239,50.639091
48021,2021-06-25,197000,68,Maison,3.087542,50.649745
48023,2021-06-10,155000,84,Appartement,2.990245,50.634564
48026,2021-06-11,97000,35,Appartement,2.977503,50.643189
48031,2021-07-02,254000,168,Maison,3.087628,50.633635
48037,2021-07-01,240000,111,Appartement,3.088218,50.627641
48039,2021-06-29,189900,66,Appartement,3.042924,50.633211
48040,2021-06-10,305550,129,Maison,2.981017,50.639981
48041,2021-07-02,353550,107,Maison,3.092235,50.629044
48043,2021-06-08,195100,50,Appartement,3.067181,50.63708
48044,2021-06-24,599300,88,Maison,3.051953,50.646196
48046,2021-06-29,130000,52,Maison,3.091568,50.638898
48047,2021-06-28,251000,117,Maison,2.982755,50.647401
48050,2021-06-30,85050,22,Appartement,3.059052,50.622529
48051,2021-06-16,134000,73,Appartement,3.091699,50.635624
48053,2021-06-30,318000,100,Maison,3.047579,50.622563
48057,2021-06-24,75000,36,Maison,3.039915,50.606546
48059,2021-06-24,73584,56,Appartement,3.032087,50.635547
48062,2021-06-07,120000,32,Appartement,3.060888,50.628751
48063,2021-06-16,315000,30,Appartement,3.060725,50.618103
48065,2021-06-16,315000,30,Appartement,3.060725,50.618103
48066,2021-06-16,315000,30,Appartement,3.060725,50.618103
48069,2021-06-30,206900,77,Appartement,3.070333,50.620754
48071,2021-06-29,190000,50,Appartement,3.052827,50.629891
48072,2021-06-07,140100,28,Appartement,3.064846,50.644066
48075,2021-06-30,289000,71,Appartement,3.053826,50.63886
48077,2021-06-30,241000,64,Appartement,3.023856,50.631102
48078,2021-06-22,157300,32,Appartement,3.056423,50.637123
48079,2021-06-25,148350,65,Appartement,3.032087,50.635547
48084,2021-06-29,170000,65,Appartement,3.001663,50.648363
48085,2021-06-30,100000,12,Appartement,3.057107,50.632495
48086,2021-06-25,202000,78,Appartement,3.043727,50.635981
48088,2021-06-10,1013960,10,Appartement,3.044015,50.629376
48089,2021-06-10,1013960,18,Appartement,3.044015,50.629376
48090,2021-06-10,1013960,3,Appartement,3.044015,50.629376
48091,2021-06-10,1013960,27,Appartement,3.044015,50.629376
48092,2021-06-10,1013960,18,Appartement,3.044015,50.629376
48093,2021-06-10,1013960,10,Appartement,3.044015,50.629376
48094,2021-06-10,1013960,27,Appartement,3.044015,50.629376
48095,2021-06-10,1013960,27,Appartement,3.044015,50.629376
48096,2021-06-10,1013960,10,Appartement,3.044015,50.629376
48097,2021-06-10,1013960,26,Appartement,3.044015,50.629376
48098,2021-06-10,1013960,25,Appartement,3.044015,50.629376
48099,2021-06-10,1013960,10,Appartement,3.044015,50.629376
48100,2021-06-10,1013960,18,Appartement,3.044015,50.629376
48101,2021-06-10,1013960,16,Appartement,3.044015,50.629376
48102,2021-06-10,1013960,14,Appartement,3.044015,50.629376
48103,2021-06-10,1013960,28,Appartement,3.044015,50.629376
48105,2021-06-29,195955,33,Appartement,3.055124,50.642338
48110,2021-06-30,440000,103,Appartement,3.065379,50.638864
48111,2021-06-28,200000,75,Maison,3.098697,50.624398
48112,2021-06-15,880360,286,Appartement,3.059492,50.631098
48113,2021-06-08,618000,236,Maison,3.069728,50.612307
48115,2021-06-29,267080,66,Appartement,3.062191,50.624825
48119,2021-06-24,135800,56,Appartement,3.032087,50.635547
48128,2021-06-23,1720000,80,Appartement,3.048854,50.62735
48129,2021-06-23,1720000,80,Appartement,3.048854,50.62735
48130,2021-06-23,1720000,80,Appartement,3.048854,50.62735
48132,2021-06-23,186250,50,Appartement,3.0583,50.633257
48133,2021-06-10,750445,135,Maison,3.059136,50.642221
48134,2021-06-10,750445,25,Appartement,3.059136,50.642221
48137,2021-06-18,381000,147,Appartement,3.0852,50.652871
48142,2021-06-21,141000,32,Appartement,3.055515,50.647329
48145,2021-06-24,130000,52,Appartement,3.053941,50.641416
48146,2021-06-30,152000,58,Maison,3.114453,50.634729
48147,2021-06-15,305000,101,Appartement,3.054233,50.623975
48150,2021-06-15,90000,28,Appartement,3.093868,50.623729
48151,2021-06-25,134100,83,Maison,3.017111,50.637437
48152,2021-04-30,62700,45,Maison,3.007222,50.646442
48153,2021-06-30,199000,41,Appartement,3.055515,50.647329
48157,2021-06-18,133000,26,Appartement,3.044944,50.625947
48162,2021-06-22,265000,32,Appartement,3.071333,50.618326
48165,2021-06-22,100000,31,Appartement,3.088787,50.630042
48166,2021-07-01,415000,61,Maison,3.057848,50.644803
48167,2021-06-24,175000,106,Maison,3.028041,50.618172
48170,2021-06-30,246000,93,Maison,3.027865,50.63159
48171,2021-06-29,195000,63,Appartement,3.079646,50.627464
48173,2021-07-01,111000,20,Appartement,3.071468,50.622189
48174,2021-06-30,72500,28,Appartement,2.977503,50.643189
48176,2021-07-05,149130,54,Maison,3.030728,50.616557
48177,2021-07-01,112000,21,Appartement,3.045359,50.631647
48183,2021-06-30,122650,30,Appartement,3.064089,50.631289
48185,2021-06-23,210600,43,Appartement,3.055515,50.647329
48188,2021-06-16,199400,36,Appartement,3.058584,50.624764
48190,2021-06-30,170000,52,Appartement,3.100688,50.626284
48192,2021-06-28,218025,76,Maison,3.111191,50.63254
48193,2021-06-14,198000,60,Appartement,3.053019,50.646106
48195,2021-06-15,90000,45,Maison,3.062591,50.619699
48196,2021-06-15,580000,179,Maison,3.059193,50.642132
48198,2021-06-24,160000,50,Appartement,3.046341,50.629193
48200,2021-06-15,238300,49,Appartement,3.056506,50.635002
48201,2021-06-16,240000,80,Appartement,3.042624,50.634004
48202,2021-06-22,260000,83,Maison,2.982485,50.639735
48205,2021-06-11,250000,49,Appartement,3.060676,50.646715
48206,2021-07-06,73000,46,Maison,3.0627,50.619681
48208,2021-06-11,272000,62,Appartement,3.053019,50.646106
48209,2021-06-23,246500,80,Maison,3.01693,50.636197
48210,2021-06-29,65000,14,Appartement,3.047703,50.62813
48214,2021-07-06,86000,28,Appartement,3.057617,50.620094
48217,2021-06-21,619000,95,Maison,2.984413,50.647537
48220,2021-07-01,575000,120,Appartement,3.064158,50.632477
48228,2021-06-24,190000,68,Appartement,3.049408,50.619164
48229,2021-06-15,330000,78,Appartement,3.0667,50.632473
48231,2021-06-25,396200,110,Maison,2.975645,50.646662
48232,2021-06-17,205000,72,Maison,3.112474,50.624692
48233,2021-07-01,285000,62,Appartement,3.05997,50.630998
48235,2021-06-28,157500,29,Appartement,3.068323,50.637667
48236,2021-06-30,116740,30,Appartement,3.031688,50.62655
48240,2021-06-29,146000,80,Appartement,3.095147,50.624572
48242,2021-06-02,87000,88,Maison,3.098373,50.623823
48243,2021-07-05,257594,53,Appartement,3.061091,50.63913
48246,2021-06-25,297390,131,Maison,3.038925,50.633756
48248,2021-06-21,210000,27,Appartement,3.110952,50.631963
48249,2021-06-21,210000,28,Appartement,3.110952,50.631963
48251,2021-06-21,210000,24,Appartement,3.110952,50.631963
48252,2021-06-29,98000,14,Appartement,3.067304,50.621086
48253,2021-06-29,98000,14,Appartement,3.067304,50.621086
48254,2021-06-29,98000,14,Appartement,3.067304,50.621086
48255,2021-07-01,197000,44,Appartement,3.075292,50.637407
48256,2021-06-30,69000,18,Appartement,3.042885,50.620786
48259,2021-06-28,354000,80,Appartement,3.052266,50.646679
48263,2021-07-01,72100,17,Appartement,3.052044,50.635215
48264,2021-06-30,461200,87,Maison,3.091703,50.648648
48266,2021-06-25,183000,48,Appartement,3.057828,50.647254
48267,2021-06-10,300000,82,Maison,3.087898,50.654946
48269,2021-06-14,160000,87,Maison,3.02714,50.618475
48270,2021-07-01,700000,170,Maison,3.043822,50.628504
48271,2021-06-21,780000,25,Appartement,3.065527,50.640581
48273,2021-06-21,780000,25,Appartement,3.065527,50.640581
48274,2021-06-21,780000,35,Appartement,3.065527,50.640581
48278,2021-06-18,100000,30,Appartement,3.071632,50.633314
48280,2021-06-15,371000,115,Maison,2.998734,50.647157
48285,2021-07-05,222000,87,Maison,3.04084,50.612484
48287,2021-06-21,297800,67,Appartement,3.072704,50.628946
48289,2021-06-21,130000,22,Appartement,3.040435,50.62392
48291,2021-07-06,117000,65,Appartement,3.074687,50.633172
48294,2021-06-25,229900,65,Appartement,3.031886,50.633277
48300,2021-06-24,137770,39,Maison,3.059066,50.645491
48305,2021-07-06,115000,30,Appartement,3.064388,50.623409
48308,2021-07-07,185000,62,Maison,3.056604,50.614205
48313,2021-06-18,152100,42,Appartement,3.040361,50.612183
48314,2021-06-17,189800,25,Appartement,3.065727,50.621221
48318,2021-06-17,189800,50,Appartement,3.065727,50.621221
48321,2021-06-22,201000,51,Appartement,3.085727,50.643023
48326,2021-06-30,191000,69,Appartement,3.087943,50.64909
